shingle,notice_id
928 only bid,N000287
55 85 928,N000287
14 44 68,N000287
44 68 838,N000287
5 55 85,N000287
9 55 00,N000287
838 only experience,N000287
89 409 of,N000287
foundation 21 526,N000287
spoil 9 802,N000287
56 176 mt,N000287
material 56 176,N000287
bhavani pillai road,N000287
04140 293005 electronic,N000287
70 083 litre,N000287
86 920 of,N000287
nalgonda telephone 04140,N000287
9 802 sqm,N000287
5 778 and,N000287
pit 27 667,N000287
293005 electronic mail,N000287
45 874 each,N000287
46 159 litre,N000287
93 886 litre,N000287
surfaces 93 886,N000287
staging 46 159,N000287
telephone 04140 293005,N000287
pillai nalgonda road,N000287
28 194 cum,N000287
bitumen 88 366,N000287
class 28 194,N000287
jointing 45 874,N000287
27 667 cum,N000287
57 168 cum,N000287
35 325 litre,N000287
88 366 sqm,N000287
and 89 409,N000287
panel 70 083,N000287
structures 35 325,N000287
chainage 5 778,N000287
21 526 sqm,N000287
and 86 920,N000287
development corporation nalgonda,N000287
nalgonda road gov,N000287
wiring 57 168,N000287
years rupees 14,N000287
chainage 27 211,N000287
deposit rupees 19,N000287
27 211 and,N000287
778 and 86,N000287
526 sqm at,N000287
19 10 000,N000287
substation at nalgonda,N000287
finisher 19 356,N000295
26 993 each,N000295
material 26 993,N000295
222 40 lakh,N000295
namakkal telephone 04020,N000295
74 267 mt,N000295
80 005 each,N000295
section 88 037,N000295
46 761 litre,N000295
0077458 government of,N000295
bitumen 87 195,N000295
395 68 lakh,N000295
driver 63 943,N000295
trenching 24 202,N000295
telephone 04020 293831,N000295
transformer 70 710,N000295
thick 71 157,N000295
19 356 mt,N000295
class 93 426,N000295
61 042 cum,N000295
sundaram namakkal municipal,N000295
97 644 each,N000295
foundation 74 267,N000295
93 426 rmt,N000295
04020 293831 electronic,N000295
foundation 80 005,N000295
4 45 lakh,N000295
88 037 litre,N000295
rs 222 40,N000295
mail sundaram namakkal,N000295
2024 0077458 procuring,N000295
wiring 55 506,N000295
pit 84 818,N000295
officer harshavardhan sundaram,N000295
168 76 lakh,N000295
jointing 97 644,N000295
70 710 sqm,N000295
2024 0077458 government,N000295
0077458 procuring entity,N000295
npas 2024 0077458,N000295
87 195 cum,N000295
293831 electronic mail,N000295
panel 46 761,N000295
rs 395 68,N000295
tender rs 222,N000295
55 506 rmt,N000295
63 943 mt,N000295
rs 168 76,N000295
24 202 rmt,N000295
71 157 cum,N000295
chainage 19 482,N000295
surfaces 53 766,N000295
35 204 and,N000295
84 818 mt,N000295
19 482 and,N000295
chainage 35 204,N000295
53 766 each,N000295
482 and 86,N000295
chainage 22 601,N000295
28 002 rmt,N000295
chainage 30 366,N000295
22 485 quintal,N000295
harshavardhan sundaram municipal,N000295
staging 28 002,N000295
26 052169 state,N000303
052169 state procurement,N000303
052169 procuring entity,N000303
26 052169 procuring,N000303
2025 26 052169,N000303
bellary spc 2025,N000303
at bellary spc,N000303
16 110 cr,N000303
inr 36 269,N000303
inr 16 110,N000303
36 269 cr,N000303
inr 0 322,N000303
inr 4 839,N000303
269 cr experience,N000303
4 839 cr,N000303
0 322 cr,N000303
322 cr cost,N000303
signs 1 712,N000303
1 712 sqm,N000303
32 682 mt,N000303
30 363 quintal,N000303
13 570 and,N000303
08596 601074 electronic,N000303
foundation 32 682,N000303
ramachandran bellary department,N000303
839 cr bid,N000303
section 30 363,N000303
material 59 724,N000303
63 478 litre,N000303
bellary telephone 08596,N000303
telephone 08596 601074,N000303
59 724 cum,N000303
staging 63 478,N000303
68 630 of,N000303
vasantha ramachandran department,N000303
82 972 of,N000303
chainage 13 570,N000303
and 68 630,N000303
officer vasantha ramachandran,N000303
601074 electronic mail,N000303
and 82 972,N000303
78 880 of,N000303
30 036 and,N000303
chainage 30 036,N000303
and 78 880,N000303
terminal at bellary,N000303
036 and 78,N000303
mail ramachandran bellary,N000303
570 and 68,N000303
579 and 82,N000303
chainage 19 579,N000303
19 579 and,N000303
2025 36277 procuring,N000311
ref 2025 36277,N000311
36277 procuring entity,N000311
rs 25 59,N000311
32 762 bid,N000311
10 27 32,N000311
29 15 73,N000311
51 18 000,N000311
15 73 278,N000311
27 32 762,N000311
73 278 experience,N000311
25 59 00,N000311
rs 29 15,N000311
will execute 881,N000311
rs 51 18,N000311
signs 37 403,N000311
57 230 rmt,N000311
pit 41 516,N000311
36 953 sqm,N000311
51 956 sqm,N000311
22 762 litre,N000311
jointing 51 956,N000311
class 36 953,N000311
979 and 55,N000311
material 62 200,N000311
65 675 quintal,N000311
surfaces 41 264,N000311
foundation 79 355,N000311
section 57 230,N000311
transformer 57 111,N000311
41 516 quintal,N000311
44 540 quintal,N000311
62 200 sqm,N000311
02799 749199 electronic,N000311
chainage 4 979,N000311
wiring 62 194,N000311
18 414 litre,N000311
749199 electronic mail,N000311
and 46 821,N000311
57 756 of,N000311
staging 37 585,N000311
373 and 68,N000311
4 979 and,N000311
41 264 mt,N000311
trenching 14 736,N000311
62 194 mt,N000311
55 854 mt,N000311
windows 15 099,N000311
structures 44 540,N000311
spoil 46 447,N000311
46 821 of,N000311
2 912 and,N000311
79 355 cum,N000311
driver 22 762,N000311
1786 18 414,N000311
adilabad telephone 02799,N000311
foundation 26 780,N000311
26 780 litre,N000311
37 585 each,N000311
jul 05 2025,N000311
telephone 02799 749199,N000311
chainage 2 912,N000311
notice may 26,N000311
mm 77 821,N000311
89339 procuring entity,N000319
wate 2025 89339,N000319
2025 89339 procuring,N000319
21 936 bid,N000319
87 860 experience,N000319
rs 41 21,N000319
rs 58 80,N000319
41 21 936,N000319
mahbubnagar telephone 07936,N000319
harshavardhan kulkarni water,N000319
25 87 860,N000319
442288 electronic mail,N000319
1 25 87,N000319
telephone 07936 442288,N000319
07936 442288 electronic,N000319
kulkarni mahbubnagar water,N000319
signs 3 851,N000319
mm 31 980,N000319
46 507 rmt,N000319
30 484 each,N000319
windows 78 059,N000319
39 597 litre,N000319
41 753 litre,N000319
60 314 rmt,N000319
73 559 sqm,N000319
thick 9 006,N000319
and 55 672,N000319
244 and 44,N000319
3 851 quintal,N000319
31 980 quintal,N000319
55 672 of,N000319
material 39 597,N000319
mahbubnagar to dindigul,N000319
45 157 rmt,N000319
driver 45 157,N000319
foundation 60 314,N000319
panel 46 507,N000319
section 30 484,N000319
pit 73 559,N000319
class 41 753,N000319
9 006 each,N000319
78 059 litre,N000319
mahbubnagar water gov,N000319
17 244 and,N000319
356 and 55,N000319
chainage 17 244,N000319
and 44 488,N000319
44 488 of,N000319
mail kulkarni mahbubnagar,N000319
1 18 000,N000319
road from mahbubnagar,N000319
at rs 731,N000319
rs 731 per,N000319
resources department mahbubnagar,N000319
34 130 experience,N000327
7 61 34,N000327
wate 2024 41201,N000327
2024 41201 procuring,N000327
11 34 000,N000327
12 60 203,N000327
60 203 bid,N000327
5 66 80,N000327
61 34 130,N000327
41201 procuring entity,N000327
spoil 16 709,N000327
85 484 litre,N000327
58 263 of,N000327
222 and 58,N000327
74 145 of,N000327
203 bid validity,N000327
83 425 cum,N000327
telephone 08177 545605,N000327
class 83 425,N000327
922 and 74,N000327
jalpaiguri telephone 08177,N000327
545605 electronic mail,N000327
89 819 of,N000327
132 and 89,N000327
transformer 45 066,N000327
mm 93 384,N000327
08177 545605 electronic,N000327
and 89 819,N000327
16 709 litre,N000327
19 222 and,N000327
1786 85 484,N000327
and 74 145,N000327
windows 35 082,N000327
45 066 mt,N000327
saraswathi bandyopadhyay water,N000327
and 58 263,N000327
6 529 litre,N000327
93 384 mt,N000327
chainage 19 222,N000327
35 082 sqm,N000327
bandyopadhyay jalpaiguri water,N000327
11 922 and,N000327
chainage 11 922,N000327
driver 6 529,N000327
works saraswathi bandyopadhyay,N000327
chainage 39 132,N000327
3 12 60,N000327
39 132 and,N000327
66 80 000,N000327
rs 11 34,N000327
mail bandyopadhyay jalpaiguri,N000327
jalpaiguri water gov,N000327
resources department jalpaiguri,N000327
rs 9 139,N000327
425 cum at,N000327
9 139 per,N000327
125000 cost of,N000335
6260000 earnest money,N000335
20 013 and,N000335
than 3311859 bid,N000335
years 14852990 experience,N000335
money deposit 125000,N000335
tender 6260000 earnest,N000335
3311859 bid validity,N000335
to tender 6260000,N000335
and 52 620,N000335
chainage 21 589,N000335
21 589 and,N000335
financial years 14852990,N000335
14852990 experience of,N000335
00044747 procuring entity,N000335
deposit 125000 cost,N000335
52 620 of,N000335
number 00044747 procuring,N000335
chainage 20 013,N000335
reference number 00044747,N000335
013 and 52,N000335
less than 3311859,N000335
589 and 85,N000335
85 395 of,N000335
and 85 395,N000335
parishad jaunpur district,N000335
zilla parishad jaunpur,N000335
building at jaunpur,N000335
71328 procuring entity,N000343
2025 71328 procuring,N000343
stat 2025 71328,N000343
bahraich telephone 02020,N000343
kulkarni bahraich state,N000343
189 and 80,N000343
0 033 and,N000343
rs 48 23,N000343
signs 79 042,N000343
trenching 56 194,N000343
46 73 708,N000343
and 58 502,N000343
spoil 51 030,N000343
067 and 65,N000343
mm 80 798,N000343
11 872 and,N000343
58 502 of,N000343
35 701 quintal,N000343
16 46 73,N000343
13 121 litre,N000343
67 281 of,N000343
79 042 cum,N000343
vasantha kulkarni state,N000343
chainage 0 033,N000343
chainage 15 044,N000343
48 23 77,N000343
51 030 cum,N000343
chainage 36 877,N000343
15 044 and,N000343
22 050 sqm,N000343
099 and 43,N000343
62 119 quintal,N000343
17 769 each,N000343
77 592 experience,N000343
foundation 89 688,N000343
53 98 000,N000343
staging 22 050,N000343
69 610 cum,N000343
15 189 and,N000343
872 and 58,N000343
thick 62 119,N000343
80 798 mt,N000343
73 708 bid,N000343
and 67 281,N000343
56 194 each,N000343
877 and 83,N000343
pit 17 769,N000343
chainage 15 189,N000343
02020 576327 electronic,N000343
bitumen 13 121,N000343
26 99 00,N000343
chainage 11 872,N000343
rs 53 98,N000343
23 77 592,N000343
033 and 80,N000343
foundation 37 108,N000343
rs 26 99,N000343
windows 66 085,N000343
37 108 quintal,N000343
section 35 701,N000343
576327 electronic mail,N000343
36 877 and,N000343
telephone 02020 576327,N000343
66 085 cum,N000343
61 671 sqm,N000351
87 782 of,N000351
18 202 experience,N000351
transformer 72 283,N000351
class 43 675,N000351
81 286 bid,N000351
surfaces 61 671,N000351
2 47 18,N000351
driver 51 997,N000351
nair jalaun department,N000351
72 283 sqm,N000351
55 564 of,N000351
78 263 rmt,N000351
and 87 782,N000351
1 26 70,N000351
telephone 09141 528355,N000351
99 81 286,N000351
ref 2024 04649,N000351
2024 04649 procuring,N000351
47 18 202,N000351
jointing 78 263,N000351
chainage 19 359,N000351
19 359 and,N000351
04649 procuring entity,N000351
director nandini nair,N000351
359 and 87,N000351
09141 528355 electronic,N000351
528355 electronic mail,N000351
43 675 quintal,N000351
and 55 564,N000351
jalaun telephone 09141,N000351
feb 09 2025,N000351
bids feb 09,N000351
rs 99 81,N000351
mail nair jalaun,N000351
notice dec 17,N000351
414 and 55,N000351
nandini nair department,N000351
rs 5 418,N000351
chainage 14 414,N000351
51 997 rmt,N000351
14 414 and,N000351
5 418 per,N000351
2 53 000,N000351
286 bid validity,N000351
dec 17 2024,N000351
welfare jalaun telephone,N000351
family welfare jalaun,N000351
welfare jalaun district,N000351
26 70 000,N000351
bids feb 10,N000351
feb 10 2025,N000351
jalaun department gov,N000351
centre at jalaun,N000351
202 experience of,N000351
08069 name of,N000359
jal 2024 08069,N000359
2024 08069 name,N000359
dahod jal 2024,N000359
at dahod jal,N000359
2024 08069 procuring,N000359
08069 procuring entity,N000359
23 56 000,N000359
11 78 00,N000359
35 76 087,N000359
96 539 experience,N000359
18 79 96,N000359
76 087 bid,N000359
79 96 539,N000359
7 35 76,N000359
spoil 17 705,N000359
1786 48 086,N000359
rs 18 79,N000359
devendra dandekar jal,N000359
54 550 rmt,N000359
dandekar dahod jal,N000359
staging 69 313,N000359
539 experience of,N000359
611 and 69,N000359
46 236 litre,N000359
724 and 60,N000359
07505 483234 electronic,N000359
5 780 and,N000359
wiring 49 411,N000359
69 253 of,N000359
49 529 of,N000359
and 49 529,N000359
17 705 sqm,N000359
chainage 8 124,N000359
36 365 mt,N000359
34 370 each,N000359
68 015 sqm,N000359
55 680 mt,N000359
49 411 quintal,N000359
5 611 and,N000359
signs 71 479,N000359
driver 46 236,N000359
section 34 370,N000359
124 and 76,N000359
24 957 litre,N000359
chainage 5 780,N000359
186 and 49,N000359
71 479 cum,N000359
23 009 litre,N000359
dahod telephone 07505,N000359
and 60 063,N000359
031 and 82,N000359
8 124 and,N000359
672 and 65,N000359
75 962 of,N000359
and 69 253,N000359
and 75 962,N000359
chainage 5 611,N000359
69 313 rmt,N000359
60 063 of,N000359
panel 23 009,N000359
rs 11 78,N000359
finisher 69 300,N000359
surfaces 68 015,N000359
rupees 86 06,N000367
48 694 only,N000367
number tn 015990,N000367
rupees 13 93,N000367
651 only bid,N000367
95 651 only,N000367
tn 015990 2024,N000367
years rupees 86,N000367
rupees 72 22,N000367
015990 2024 procuring,N000367
the sabarmati lakhisarai,N000367
deposit rupees 72,N000367
sabarmati lakhisarai name,N000367
694 only experience,N000367
rupees 36 11,N000367
06 48 694,N000367
86 06 48,N000367
36 11 00,N000367
72 22 000,N000367
13 93 95,N000367
93 95 651,N000367
788401 electronic mail,N000367
finisher 87 rmt,N000367
section 85 974,N000367
87 rmt at,N000367
kavitha sundaram department,N000367
47 939 sqm,N000367
09403 788401 electronic,N000367
surfaces 17 506,N000367
85 974 rmt,N000367
55 818 litre,N000367
93 847 quintal,N000367
foundation 68 077,N000367
10 912 cum,N000367
spoil 23 209,N000367
lakhisarai telephone 09403,N000367
68 077 rmt,N000367
telephone 09403 788401,N000367
17 506 each,N000367
93 per rmt,N000367
staging 10 912,N000367
mm 93 847,N000367
pit 55 818,N000367
23 387 quintal,N000367
structures 12 698,N000367
12 698 rmt,N000367
class 47 939,N000367
23 209 quintal,N000367
wiring 23 387,N000367
thick 36 483,N000367
22 031 litre,N000367
panel 41 739,N000367
welfare lakhisarai telephone,N000367
tender rupees 36,N000367
84 779 each,N000367
41 739 quintal,N000367
signs 84 779,N000367
1786 22 031,N000367
86 690 rmt,N000367
36 483 mt,N000367
bitumen 74 897,N000367
22 000 only,N000367
trenching 86 690,N000367
94 per litre,N000367
2024 36787 procuring,N000375
jal 2024 36787,N000375
36787 procuring entity,N000375
wiring 12 823,N000375
bitumen 38 623,N000375
71 979 each,N000375
spoil 36 105,N000375
finisher 83 270,N000375
62 874 of,N000375
57 245 of,N000375
trenching 81 352,N000375
12 823 sqm,N000375
06783 532874 electronic,N000375
26 655 and,N000375
14 296 experience,N000375
78 539 bid,N000375
panel 20 136,N000375
19 141 litre,N000375
42 952 rmt,N000375
and 47 848,N000375
36 105 mt,N000375
20 136 sqm,N000375
85 015 rmt,N000375
14 17 14,N000375
49 053 quintal,N000375
4 27 78,N000375
structures 33 348,N000375
and 48 106,N000375
83 270 each,N000375
092 and 47,N000375
6 28 80,N000375
1786 47 763,N000375
pillai gonda jal,N000375
27 78 539,N000375
53 709 rmt,N000375
prabhakaran pillai jal,N000375
448 and 62,N000375
foundation 71 979,N000375
beads 59 950,N000375
signs 53 709,N000375
telephone 06783 532874,N000375
and 62 874,N000375
gonda telephone 06783,N000375
93 008 rmt,N000375
driver 91 196,N000375
surfaces 93 008,N000375
91 196 sqm,N000375
69 611 each,N000375
59 950 quintal,N000375
mm 42 952,N000375
staging 19 141,N000375
section 85 015,N000375
83 729 of,N000375
47 848 of,N000375
48 106 of,N000375
windows 69 611,N000375
62 828 mt,N000375
81 352 quintal,N000375
pit 68 035,N000375
239 and 57,N000375
33 348 mt,N000375
532874 electronic mail,N000375
056 and 48,N000375
47 763 rmt,N000375
22 44 678,N000383
panel 30 562,N000383
9 837 rmt,N000383
92 351 mt,N000383
telephone 08478 721606,N000383
finisher 88 litre,N000383
foundation 97 135,N000383
structures 9 837,N000383
88 litre at,N000383
section 15 199,N000383
74 61 391,N000383
2024 81347 procuring,N000383
30 562 mt,N000383
signs 67 911,N000383
81347 procuring entity,N000383
beads 68 263,N000383
67 911 cum,N000383
68 263 quintal,N000383
08478 721606 electronic,N000383
pudukkottai telephone 08478,N000383
721606 electronic mail,N000383
iyengar pudukkottai department,N000383
61 391 experience,N000383
ward 3 pudukkottai,N000383
15 199 litre,N000383
29 529 litre,N000383
1786 92 351,N000383
depa 2024 81347,N000383
class 29 529,N000383
44 678 bid,N000383
3 pudukkottai name,N000383
739 and 57,N000383
and 57 773,N000383
608 and 44,N000383
chainage 24 102,N000383
22 673 cum,N000383
and 57 951,N000383
27 866 quintal,N000383
foundation 58 331,N000383
chainage 38 001,N000383
balasubramanian iyengar department,N000383
pudukkottai ward 3,N000383
rs 74 61,N000383
pit 2 459,N000383
staging 80 619,N000383
and 57 868,N000383
57 951 of,N000383
57 773 of,N000383
surfaces 22 673,N000383
and 44 087,N000383
and 69 318,N000383
38 001 and,N000383
windows 62 448,N000383
24 102 and,N000383
57 868 of,N000383
and 50 940,N000383
62 448 mt,N000383
58 331 sqm,N000383
trenching 27 866,N000383
102 and 69,N000383
2 459 mt,N000383
69 318 of,N000383
80 619 litre,N000383
50 940 of,N000383
25 006537 procuring,N000391
inr 8 230,N000391
15 647 cr,N000391
inr 15 647,N000391
006537 procuring entity,N000391
2024 25 006537,N000391
8 230 cr,N000391
inr 2 605,N000391
2 605 cr,N000391
647 cr experience,N000391
605 cr bid,N000391
0 165 cr,N000391
inr 0 165,N000391
165 cr cost,N000391
78 160 litre,N000391
82 320 sqm,N000391
bitumen 35 122,N000391
wiring 24 165,N000391
foundation 1 382,N000391
9 283 and,N000391
and 66 984,N000391
surfaces 57 975,N000391
surplus spoil 155,N000391
signs 1 022,N000391
section 12 760,N000391
66 984 of,N000391
mail sathyanarayana wardha,N000391
driver 82 320,N000391
transformer 79 645,N000391
972493 electronic mail,N000391
spoil 155 sqm,N000391
24 165 quintal,N000391
sathyanarayana wardha public,N000391
35 122 quintal,N000391
and 49 311,N000391
49 311 of,N000391
1 022 litre,N000391
and 84 714,N000391
suryakant sathyanarayana public,N000391
1 382 each,N000391
telephone 07509 972493,N000391
51 172 rmt,N000391
692 and 66,N000391
07509 972493 electronic,N000391
1786 55 340,N000391
trenching 78 160,N000391
17 758 and,N000391
chainage 17 758,N000391
55 340 each,N000391
wardha telephone 07509,N000391
84 714 of,N000391
chainage 9 283,N000391
material 51 172,N000391
57 975 each,N000391
12 760 litre,N000391
79 645 rmt,N000391
2024 10 10,N000391
758 and 84,N000391
at wardha state,N000391
21 692 and,N000391
chainage 21 692,N000391
283 and 49,N000391
10 10 at,N000391
2024 09 23,N000391
npas 2024 0056725,N000399
2024 0056725 procuring,N000399
0056725 procuring entity,N000399
357 84 lakh,N000399
rs 337 60,N000399
rs 357 84,N000399
337 60 lakh,N000399
03794 462579 electronic,N000399
462579 electronic mail,N000399
trenching 85 839,N000399
49 110 mt,N000399
72 845 mt,N000399
16 609 cum,N000399
85 839 cum,N000399
70 755 litre,N000399
staging 86 926,N000399
93 695 cum,N000399
transformer 70 755,N000399
jointing 89 650,N000399
89 650 rmt,N000399
2 749 cum,N000399
thick 2 749,N000399
132 00 lakh,N000399
mm 93 695,N000399
balrampur telephone 03794,N000399
rs 132 00,N000399
foundation 37 104,N000399
86 926 sqm,N000399
telephone 03794 462579,N000399
windows 49 110,N000399
signs 16 609,N000399
37 104 quintal,N000399
class 72 845,N000399
spoil 31 522,N000399
31 522 litre,N000399
and 84 567,N000399
12 590 and,N000399
retaining structures 318,N000399
590 and 56,N000399
56 751 of,N000399
finisher 44 257,N000399
54 737 of,N000399
22 034 rmt,N000399
323 and 58,N000399
and 54 737,N000399
69 829 of,N000399
and 56 751,N000399
44 257 each,N000399
chainage 36 493,N000399
91 631 cum,N000399
74 261 of,N000399
and 74 261,N000399
536 and 84,N000399
and 58 822,N000399
454 and 69,N000399
and 69 829,N000399
486 and 74,N000399
58 822 of,N000399
84 567 of,N000399
structures 318 litre,N000399
36 493 and,N000399
chainage 12 590,N000399
030 and 62,N000399
and 74 527,N000399
providing i entry,N000407
npas 2025 0092393,N000407
523 36 lakh,N000407
to khammam government,N000407
0092393 procuring entity,N000407
rs 291 11,N000407
rs 523 36,N000407
mt providing i,N000407
2025 0092393 procuring,N000407
291 11 lakh,N000407
rs 552 60,N000407
552 60 lakh,N000407
58 980 quintal,N000407
foundation 96 225,N000407
windows 25 115,N000407
44 184 of,N000407
9 486 rmt,N000407
nanded to khammam,N000407
jointing 88 581,N000407
staging 55 454,N000407
class 39 139,N000407
years rs 523,N000407
882 and 44,N000407
91 702 each,N000407
thick 58 980,N000407
section 12 321,N000407
panel 9 486,N000407
12 321 rmt,N000407
39 139 mt,N000407
299 and 45,N000407
surfaces 91 702,N000407
and 44 184,N000407
96 225 litre,N000407
25 115 mt,N000407
49 123 of,N000407
88 581 mt,N000407
than rs 291,N000407
141 and 49,N000407
55 454 sqm,N000407
11 05 lakh,N000407
and 49 123,N000407
tender rs 552,N000407
5 141 and,N000407
chainage 5 141,N000407
road from nanded,N000407
rs 11 05,N000407
i entry truncated,N000407
board nanded district,N000407
26 882 and,N000407
electricity board nanded,N000407
chainage 31 299,N000407
31 299 and,N000407
from nanded to,N000407
chainage 26 882,N000407
and 45 041,N000407
45 041 of,N000407
115 mt at,N000407
khammam government of,N000407
number tn 092935,N000415
85 275 only,N000415
39 352 only,N000415
092935 2024 procuring,N000415
tn 092935 2024,N000415
092935 2024 name,N000415
area tn 092935,N000415
275 only experience,N000415
352 only bid,N000415
31 486 rmt,N000415
beads 73 563,N000415
37 155 each,N000415
4 30 85,N000415
51 360 litre,N000415
814 and 77,N000415
surfaces 9 328,N000415
telephone 09792 623296,N000415
and 80 020,N000415
64 554 quintal,N000415
947 and 70,N000415
trenching 27 287,N000415
32 39 352,N000415
1786 31 486,N000415
70 035 of,N000415
panel 89 276,N000415
18 903 sqm,N000415
80 742 of,N000415
iyengar wardha jal,N000415
89 276 rmt,N000415
signs 37 155,N000415
wardha telephone 09792,N000415
9 328 rmt,N000415
623296 electronic mail,N000415
and 80 742,N000415
1 32 39,N000415
27 287 quintal,N000415
256 and 80,N000415
section 64 554,N000415
transformer 51 360,N000415
09792 623296 electronic,N000415
97 876 cum,N000415
30 85 275,N000415
finisher 18 903,N000415
865 and 80,N000415
pit 97 876,N000415
rupees 7 49,N000415
chainage 12 865,N000415
12 865 and,N000415
73 563 sqm,N000415
62 175 mt,N000415
class 62 175,N000415
80 020 of,N000415
and 70 035,N000415
14 947 and,N000415
and 77 724,N000415
77 724 of,N000415
officer kavitha iyengar,N000415
chainage 14 947,N000415
kavitha iyengar jal,N000415
rupees 3 74,N000415
rupees 1 32,N000415
rupees 4 30,N000415
9 275 per,N000415
rs 9 275,N000415
88 177 rmt,N000423
trenching 53 190,N000423
class 88 177,N000423
28 361 sqm,N000423
panel 8 616,N000423
pit 90 580,N000423
and 45 028,N000423
and 50 649,N000423
14 328 mt,N000423
thick 69 195,N000423
384477 electronic mail,N000423
foundation 24 401,N000423
windows 36 731,N000423
24 401 mt,N000423
72 800 litre,N000423
telephone 05552 384477,N000423
wiring 47 935,N000423
rs 218 11,N000423
218 11 lakh,N000423
53 190 each,N000423
and 87 286,N000423
005 and 50,N000423
0013689 procuring entity,N000423
923 50 lakh,N000423
chainage 38 551,N000423
9 552 quintal,N000423
staging 35 837,N000423
1 861 and,N000423
rs 401 00,N000423
finisher 72 800,N000423
material 9 552,N000423
51 286 cum,N000423
605 and 87,N000423
chainage 32 005,N000423
padmavathi bhardwaj public,N000423
50 649 of,N000423
rs 923 50,N000423
27 983 cum,N000423
driver 11 841,N000423
bitumen 28 361,N000423
tender rs 401,N000423
05552 384477 electronic,N000423
mm 495 cum,N000423
861 and 56,N000423
dhenkanal telephone 05552,N000423
structures 71 309,N000423
94 305 cum,N000423
11 841 mt,N000423
77 789 of,N000423
chainage 1 861,N000423
53 186 sqm,N000423
35 837 litre,N000423
69 195 cum,N000423
23 478 sqm,N000423
47 935 litre,N000423
32 005 and,N000423
80 632 of,N000423
spoil 53 186,N000423
600x600 mm 495,N000423
section 51 286,N000423
npas 2025 0013689,N000423
33 606 and,N000423
8 616 rmt,N000423
years rs 923,N000423
06 78 258,N000431
depa 2024 88503,N000431
48 728 experience,N000431
28 48 728,N000431
2024 88503 procuring,N000431
78 258 bid,N000431
2 06 78,N000431
88503 procuring entity,N000431
6 28 48,N000431
656431 electronic mail,N000431
anirudh mukhopadhyay department,N000431
04630 656431 electronic,N000431
beads 80 779,N000431
80 779 mt,N000431
foundation 26 952,N000431
and 74 920,N000431
mm 66 564,N000431
trenching 91 705,N000431
driver 38 651,N000431
26 952 rmt,N000431
mail mukhopadhyay baran,N000431
windows 1 487,N000431
telephone 04630 656431,N000431
mukhopadhyay baran department,N000431
baran telephone 04630,N000431
81 281 each,N000431
91 705 quintal,N000431
class 43 746,N000431
1 487 cum,N000431
transformer 81 281,N000431
43 746 sqm,N000431
74 920 of,N000431
and 52 420,N000431
553 and 74,N000431
chainage 1 733,N000431
1 733 and,N000431
38 651 mt,N000431
733 and 52,N000431
700 and 87,N000431
66 564 rmt,N000431
52 420 of,N000431
and 43 847,N000431
43 847 of,N000431
chainage 29 553,N000431
29 553 and,N000431
chainage 22 700,N000431
director anirudh mukhopadhyay,N000431
2 94 50,N000431
education baran telephone,N000431
22 700 and,N000431
school education baran,N000431
station at baran,N000431
education baran district,N000431
728 experience of,N000431
and 87 420,N000431
5 89 000,N000431
87 420 of,N000431
notice 16 10,N000431
37 529 and,N000431
chainage 37 529,N000431
258 bid validity,N000431
and 48 468,N000439
45 794 rmt,N000439
mail kamath buxar,N000439
14 345 litre,N000439
mm 79 858,N000439
foundation 63 360,N000439
2024 46590 procuring,N000439
77 627 sqm,N000439
43 518 each,N000439
29 420 mt,N000439
pit 15 517,N000439
69 230 bid,N000439
surfaces 77 627,N000439
46590 procuring entity,N000439
wiring 76 629,N000439
63 360 sqm,N000439
material 67 817,N000439
12 485 rmt,N000439
48 34 300,N000439
79 858 each,N000439
34 300 experience,N000439
spoil 67 829,N000439
transformer 12 485,N000439
signs 14 345,N000439
depa 2024 46590,N000439
67 817 quintal,N000439
trenching 43 518,N000439
windows 82 739,N000439
48 468 of,N000439
67 829 each,N000439
driver 8 854,N000439
and 89 496,N000439
81 252 mt,N000439
82 739 mt,N000439
1 63 69,N000439
89 496 of,N000439
24 663 rmt,N000439
1786 19 016,N000439
63 708 each,N000439
06373 800319 electronic,N000439
3 48 34,N000439
bitumen 33 897,N000439
structures 45 794,N000439
8 854 quintal,N000439
800319 electronic mail,N000439
jointing 29 420,N000439
section 24 663,N000439
telephone 06373 800319,N000439
panel 63 708,N000439
kamath buxar department,N000439
staging 75 259,N000439
73 629 mt,N000439
class 81 252,N000439
finisher 73 629,N000439
75 259 sqm,N000439
19 016 rmt,N000439
63 69 230,N000439
buxar telephone 06373,N000439
76 629 cum,N000439
24 338 and,N000439
33 897 each,N000439
843 and 48,N000439
chainage 24 338,N000439
2 996 per,N000439
040895 procuring entity,N000447
25 040895 state,N000447
2024 25 040895,N000447
raichur spc 2024,N000447
040895 state procurement,N000447
25 040895 procuring,N000447
inr 3 810,N000447
inr 1 694,N000447
1 694 cr,N000447
694 cr bid,N000447
5 236 cr,N000447
inr 5 236,N000447
3 810 cr,N000447
at raichur spc,N000447
telephone 08447 794301,N000447
panel 14 517,N000447
14 517 rmt,N000447
794301 electronic mail,N000447
foundation 23 137,N000447
narasimha venkatesan urban,N000447
08447 794301 electronic,N000447
material 94 299,N000447
wiring 1 465,N000447
23 137 mt,N000447
810 cr earnest,N000447
spoil 82 131,N000447
26 656 sqm,N000447
raichur telephone 08447,N000447
driver 13 641,N000447
transformer 26 656,N000447
82 131 litre,N000447
1 465 each,N000447
